echo sha,contributor,date,message
dcee4a8e3,Olivier Hartmann,Tue Jan 10 09:49:48 2017 +0100,remove old ldpc-gsm simulations and classify new ones
a158b90f2,Olivier Hartmann,Tue Jan 10 09:47:05 2017 +0100,add BP flooding simulations
4e2210868,Olivier Hartmann,Mon Jan 9 12:35:46 2017 +0100,script correction and add symbol type SIMPLE_PRECISION support
4ef9716a8,Olivier Hartmann,Mon Jan 9 12:24:16 2017 +0100,add scripts
99e17fe94,Olivier Hartmann,Mon Jan 9 12:20:00 2017 +0100,remove GSM classes
05af5addc,Olivier Hartmann,Mon Jan 9 12:00:49 2017 +0100,Generic CPM with simulations
b2b779acb,Adrien Cassagne,Fri Jan 13 11:22:56 2017 +0100,Display a warning when an argument is not valid.
11ad1c294,Adrien Cassagne,Fri Jan 13 10:27:18 2017 +0100,Delete useless curves.
4eef998d2,Adrien Cassagne,Fri Jan 13 09:40:49 2017 +0100,Add a LDPC 10GE curve with NMS (N=0.5, ite=30).
01838f614,Adrien Cassagne,Thu Jan 12 18:37:14 2017 +0100,Fix the 10GE curve.
e5feab5b5,Adrien Cassagne,Thu Jan 12 18:28:14 2017 +0100,Add a Gallager A ref.
f5f5f67cd,Adrien Cassagne,Thu Jan 12 17:39:44 2017 +0100,Cosmetics.
532d086be,Adrien Cassagne,Thu Jan 12 17:26:39 2017 +0100,Finalize the LDPC Flooding Gallager A decoder integration.
999a59f93,Adrien Cassagne,Mon Jan 9 14:46:52 2017 +0100,Renaming in the naive Gallager A decoder.
f1041c9d7,Adrien Cassagne,Mon Jan 9 11:59:30 2017 +0100,A real naive version...
5360e3cd5,Adrien Cassagne,Mon Jan 9 11:10:27 2017 +0100,Connect the naive Gallager A.
f6288b85e,Adrien Cassagne,Mon Jan 9 10:19:55 2017 +0100,Add a naive Gallager A.
d01d528fd,Adrien Cassagne,Fri Jan 6 18:35:29 2017 +0100,Fix Gallager A decoder (verified from the litterature).
ce57fbd8a,Adrien Cassagne,Fri Jan 6 17:15:36 2017 +0100,First implem. of the hard input LDPC Gallager A decoder.
7102c3b21,Adrien Cassagne,Wed Jan 11 18:09:55 2017 +0100,Fix Python install guide.
70c3a2192,Adrien Cassagne,Wed Jan 11 14:55:12 2017 +0100,Improve a little bit the windows install guide.
02a452f48,Adrien Cassagne,Wed Jan 11 09:57:14 2017 +0100,Add an installation guide for Windows.
3e52e9ff1,Adrien CASSAGNE,Tue Jan 10 10:51:08 2017 +0100,Fix a bug in MIPP (in SSE2 mode).
03fb710cc,Adrien CASSAGNE,Mon Jan 9 21:37:13 2017 +0100,Fix a compilation error with MSVC.
78c34a94a,Adrien Cassagne,Mon Jan 9 13:54:07 2017 +0100,Improve a little bit the alist reader.
8bf88bdb3,Adrien Cassagne,Mon Jan 9 10:31:24 2017 +0100,Add an alternative LDPC H matrix for the 10GE code (from IEEE).
8507f7475,Adrien Cassagne,Mon Jan 9 10:30:44 2017 +0100,Fix the LDPC SPA 10GE curve.
d069fc176,Adrien Cassagne,Fri Jan 6 17:13:24 2017 +0100,Fix a wrong param in the completion script.
cb997ea51,Adrien Cassagne,Thu Jan 5 18:10:57 2017 +0100,Fix a bug in the number of check nodes computation.
7ce7854ce,Adrien Cassagne,Wed Jan 4 15:13:10 2017 +0100,Improve the AList reader once again.
46bef58ea,Adrien Cassagne,Tue Jan 3 17:45:28 2017 +0100,Merge branch 'master' into scl_dev
f743c2e0d,Adrien Cassagne,Tue Jan 3 17:28:08 2017 +0100,Cosmetics.
5dd4350b6,Mathieu Léonardon,Tue Jan 3 11:22:51 2017 -0500,Remove warning message for inaccurate GA after fix.
1aa22530f,Mathieu Léonardon,Tue Jan 3 11:19:46 2017 -0500,Fix Gaussian Approximation implementation. Code has been given by Peter Trifonov.
05d4889e3,Adrien Cassagne,Tue Jan 3 17:09:06 2017 +0100,Improve the AList reader.
a30a4458d,Adrien Cassagne,Tue Jan 3 10:19:08 2017 +0100,Cosmetics.
e1f3674d5,Adrien Cassagne,Tue Jan 3 10:14:51 2017 +0100,Add a pseudo adaptive methode in the ASCL decoder (like in the McGill paper).
f5d765c52,Adrien Cassagne,Mon Jan 2 14:03:28 2017 +0100,Add a adaptive SC-List decoder (ASCL, works only with a CRC).
392ed24cc,Adrien Cassagne,Sat Dec 31 16:59:53 2016 +0100,Try to optimize a little bit the SCL with CRC...
dd63c42b8,Adrien Cassagne,Sat Dec 31 12:05:38 2016 +0100,Polar patterns renaming.
8df21ae6c,Adrien Cassagne,Fri Dec 30 21:57:33 2016 +0100,Manual merge from scl_dev_mat branch.
e04ea838d,Adrien Cassagne,Fri Dec 30 21:53:54 2016 +0100,Cosmetics.
2c10e4a07,Adrien Cassagne,Fri Dec 30 12:37:31 2016 +0100,Cosmetics + renaming + little optims.
eb1782210,Adrien Cassagne,Fri Dec 30 11:56:24 2016 +0100,Fix the performance issue by removing an useless loop + cosmetics.
42af0f82e,Adrien Cassagne,Thu Dec 29 23:53:54 2016 +0100,Cosmetic & Renaming.
81c27f39a,Mathieu Léonardon,Thu Dec 29 17:43:57 2016 -0500,Clean code.
27be95f75,Mathieu Léonardon,Thu Dec 29 17:36:51 2016 -0500,No duplication works now with every node type.
119d75747,Mathieu Léonardon,Thu Dec 29 17:23:21 2016 -0500,Fix new SCL with rate 1 and rate 0 nodes.
7a1104bfe,Mathieu Léonardon,Thu Dec 29 17:17:38 2016 -0500,Removed l duplication (works only with standard nodes).
e9bf2c2b6,Adrien Cassagne,Thu Dec 29 23:14:44 2016 +0100,Merge branch 'scl_dev' of git+ssh://scm.gforge.inria.fr/gitroot/aff3ct/aff3ct into scl_dev
5d02fa699,Adrien Cassagne,Thu Dec 29 23:03:49 2016 +0100,Cosmetics.
5f042d2ff,Mathieu Léonardon,Thu Dec 29 15:54:00 2016 -0500,Fix n_array_ref management.
f489aaa18,Mathieu Léonardon,Thu Dec 29 13:13:10 2016 -0500,Add n_array_ref and path_2_array 2D vectors that will be used to share arrays between paths. Not used yet in the decoding.
e6949bc6d,Mathieu Léonardon,Thu Dec 29 11:21:17 2016 -0500,Avoid calculating f when RATE_0_LEFT node and n_active_paths = 1.
478950cf9,Mathieu Léonardon,Thu Dec 29 11:13:51 2016 -0500,All paths share the channel llrs stored in y.
a4c376fe4,Mathieu Léonardon,Thu Dec 29 10:46:40 2016 -0500,Fix update_paths_r0 and update_paths_r1 to be able to remove node patterns.
2990fc700,Adrien Cassagne,Thu Dec 29 16:39:59 2016 +0100,Move API_polar and Pattern_polar from Decoder to Tools.
36de5ea8c,Adrien Cassagne,Thu Dec 29 16:01:44 2016 +0100,Remove dead code + add doc.
a4e07c68c,Adrien Cassagne,Thu Dec 29 04:12:29 2016 +0100,Working on a SCL-FAST implem. following the SC-FAST implem. philosophy.
be7edf70d,Adrien Cassagne,Thu Dec 29 02:23:25 2016 +0100,Improve the bit packing in the SCL-CRC-FAST decoder.
f575fd12e,Adrien Cassagne,Thu Dec 29 01:26:58 2016 +0100,SCL-FAST: code simplifications.
355ecaadf,Adrien Cassagne,Wed Dec 28 20:46:06 2016 +0100,Cosmetics.
b25aad12f,Adrien Cassagne,Wed Dec 28 20:41:16 2016 +0100,Update the SC-FAST decoder following the recents polar pattern parser upgrades.
7220d52b5,Adrien Cassagne,Wed Dec 28 20:06:38 2016 +0100,Try to optimize the SC-List paths management.
647511b71,Adrien Cassagne,Wed Dec 28 18:52:24 2016 +0100,Fix a compilation error in the SC_FAST decoder.
f6888488c,Adrien Cassagne,Wed Dec 28 12:41:53 2016 +0100,Working deeper in the SCL: increase Pattern_parser_polar responsabilities.
6523ac59c,Adrien Cassagne,Tue Dec 27 21:28:49 2016 +0100,Code simplification + cosmetics.
095560f75,Adrien Cassagne,Tue Dec 27 11:57:59 2016 +0100,Add a new implem of the CRC.
53ddf36e5,Adrien Cassagne,Tue Dec 27 11:56:52 2016 +0100,Add a new MIPP intrinsic: neg(v).
2a23d3b80,Adrien Cassagne,Mon Dec 26 00:52:19 2016 +0100,Replace for loop by a do while loop.
ee15a2e86,Adrien Cassagne,Sat Dec 24 15:25:17 2016 +0100,Fix compilation warning.
69f35dff1,Adrien Cassagne,Sat Dec 24 14:45:33 2016 +0100,Fix a bug when multiple frames in the CRC polynomial fast.
4963fb62a,Adrien Cassagne,Sat Dec 24 14:13:21 2016 +0100,Cosmetics.
a45b83760,Adrien Cassagne,Sat Dec 24 14:07:01 2016 +0100,Change the CRC and code rate policy: the CRC in included in K.
1b2ae58bf,Adrien Cassagne,Sat Dec 24 00:06:17 2016 +0100,Add little endian warnings.
31ab5d088,Adrien Cassagne,Sat Dec 24 00:01:15 2016 +0100,Enable multi-frame processing in the CRC polynomial fast + fix a potential bug in the SCL fast when unsing inter frame lvl > 1.
816f5dddc,Adrien Cassagne,Fri Dec 23 23:43:33 2016 +0100,Enable multi-frames bit pack and bit unpack.
a503b3aae,Adrien Cassagne,Fri Dec 23 19:42:07 2016 +0100,Refacto Bit_packer.
80c741402,Adrien Cassagne,Fri Dec 23 19:41:34 2016 +0100,Fix compilation warnings.
532f178f8,Adrien Cassagne,Fri Dec 23 16:36:06 2016 +0100,Up. the completion file.
60c527eab,Adrien Cassagne,Fri Dec 23 16:27:18 2016 +0100,Add a new parameter (--crc-rate) to include the CRC size in the code rate computation.
da97bf705,Adrien Cassagne,Fri Dec 23 11:56:07 2016 +0100,Shorten the CRC text.
98736450a,Adrien Cassagne,Fri Dec 23 11:46:18 2016 +0100,Fix possible bad rate computation + fulfill the CRC database.
1c806f3e5,Adrien Cassagne,Fri Dec 23 10:22:33 2016 +0100,Update doc.
3eaf0de76,Adrien Cassagne,Fri Dec 23 10:14:00 2016 +0100,Improve the fast CRC speed with a LUT.
c3d614d3f,Adrien Cassagne,Fri Dec 23 09:59:06 2016 +0100,Code factorization.
ba15dd557,Adrien Cassagne,Thu Dec 22 23:24:24 2016 +0100,Fix a bug introduced in the prev. commits.
2410786bc,Adrien Cassagne,Thu Dec 22 23:13:03 2016 +0100,Improve the CRC management: it is now possible to give a CRC polynomial from the cmd line.
c3c5fe170,Adrien Cassagne,Thu Dec 22 23:10:17 2016 +0100,Impove the Bit_packer by supporting new prototypes.
6cd7d129f,Adrien Cassagne,Thu Dec 22 17:04:17 2016 +0100,Add a new fast implementation of the CRC.
9a23ad502,Adrien Cassagne,Wed Dec 21 16:10:40 2016 +0100,Speedup a little bit the select_best_path routine.
a090a06fd,Adrien Cassagne,Wed Dec 21 15:35:27 2016 +0100,Add Fast SCL with CRC.
f6a32cd86,Adrien Cassagne,Wed Dec 21 14:50:54 2016 +0100,Cosmetics, again.
ad8cfab27,Adrien Cassagne,Tue Dec 20 17:41:55 2016 +0100,Move Polar_API.
24b62cc76,Adrien Cassagne,Tue Dec 20 17:33:20 2016 +0100,Enable intra-frame SIMD on the SCL-FAST.
1e4ee38a3,Adrien Cassagne,Tue Dec 20 17:17:19 2016 +0100,Cosmetics + possible bug fix (break misplaced).
3834bbe1f,Adrien Cassagne,Tue Dec 20 16:09:55 2016 +0100,Cosmetics, even more.
8d37017d3,Adrien Cassagne,Tue Dec 20 15:59:41 2016 +0100,Cosmetics.
945716894,Adrien Cassagne,Tue Dec 20 15:04:34 2016 +0100,Add the Mathieu's SCL-fast implem.
f72bc1f1e,Adrien Cassagne,Tue Dec 20 14:55:39 2016 +0100,MIPP: disable aligned loads/stores without the -DMIPP_ALIGNED_LOADS.
4c08fd3a5,Olivier Hartmann,Tue Dec 13 11:37:20 2016 +0100,Merge branch 'master' of git+ssh://scm.gforge.inria.fr/gitroot/aff3ct/aff3ct
b7e99f0da,Olivier Hartmann,Tue Dec 13 11:36:52 2016 +0100,spelling correction =p
4150d7b8b,Adrien Cassagne,Mon Dec 12 16:35:42 2016 +0100,Fix a compilation error on windows.
5392f00dd,Adrien Cassagne,Mon Dec 12 15:01:14 2016 +0100,MIPP: fix a compilation error with gcc5+ and clang3.8+ (in AVX1 mode).
a2498ae0e,Adrien Cassagne,Sun Nov 27 10:30:44 2016 +0100,Fix some mistakes in the curves.
1b2116dda,Adrien Cassagne,Sun Nov 27 09:47:52 2016 +0100,Add a backtrace call when a MIPP instruction is unavailable.
72cf4997c,Adrien Cassagne,Sun Nov 27 09:47:00 2016 +0100,Fix a compilation error when compiling MIPP in AVX1 mode.
698e7fbe3,Adrien Cassagne,Wed Nov 23 11:13:33 2016 +0100,Fix a compilation warning.
e69ab7c54,Adrien Cassagne,Wed Nov 23 10:39:36 2016 +0100,Enable source_group feature in all the cases.
3eba9ccf0,Adrien CASSAGNE,Tue Nov 22 10:06:16 2016 +0100,Add Microsoft Visual Studio filters creation in the CMakeList.txt to reproce tree view like in other IDE with Visual.
1a3ba4d15,Guillaume Delbergue,Mon Nov 21 16:05:16 2016 +0100,cmake: fix AppleClang compiler detection
25441009d,Adrien Cassagne,Mon Nov 21 15:07:30 2016 +0100,Fix debug script.
bc58a07f3,Adrien Cassagne,Mon Nov 21 14:58:14 2016 +0100,Update the paper results page.
a0e55b8a5,Adrien Cassagne,Mon Nov 21 10:06:15 2016 +0100,Add new LDPC-GSM curves with the BP layered decoder.
2f2a702b2,Adrien CASSAGNE,Sat Nov 19 11:52:08 2016 +0100,Fix a warning on MSVC++.
bf74f7e31,Adrien Cassagne,Sat Nov 19 11:04:15 2016 +0100,Fix a bug in the previous commit...
bb0fdb1b8,Adrien Cassagne,Sat Nov 19 10:57:41 2016 +0100,Disable n threads auto-finding for StarPU, SystemC and EXIT simus.
7a2c838dc,Adrien Cassagne,Fri Nov 18 15:38:59 2016 +0100,Remove the .gitignore file from the repo.
14fd95e3d,Olivier Hartmann,Fri Nov 18 15:15:54 2016 +0100,correct ldpc layered to work with turbo demodulator
ffb7e1360,Adrien Cassagne,Fri Nov 18 11:27:53 2016 +0100,Update the readme for the new StarPU and MPI features.
b274634f7,Adrien Cassagne,Thu Nov 17 18:00:31 2016 +0100,Add columns for the modulation.
16d456bfb,Adrien Cassagne,Thu Nov 17 17:38:30 2016 +0100,Disable Ctrl+c management in MPI mode.
b91ec1bec,Adrien Cassagne,Thu Nov 17 17:38:04 2016 +0100,Fix LDPC-GSM curves.
702e1b4ff,Adrien Cassagne,Thu Nov 17 16:34:36 2016 +0100,Update LDPC-GSM curves.
2045121f3,Adrien Cassagne,Thu Nov 17 15:53:10 2016 +0100,Fix bad GSM-LDPC curves.
a501b86e1,Adrien Cassagne,Thu Nov 17 15:24:16 2016 +0100,Add BFER LDPC layered curves.
1049661c2,Adrien Cassagne,Thu Nov 17 15:09:37 2016 +0100,Remove coverity picture.
71dcc64d9,Adrien Cassagne,Thu Nov 17 14:57:16 2016 +0100,Update PyBER to read to short data format of AFF3CT (without the decoder infos).
e6d3f5e2e,Adrien Cassagne,Thu Nov 17 11:01:12 2016 +0100,Add MPI to the BFERI simus.
dd9b7cd47,Adrien Cassagne,Thu Nov 17 10:46:31 2016 +0100,Clean code.
d93ddbf1e,Adrien Cassagne,Thu Nov 17 10:40:34 2016 +0100,Update terminal management in the BFERI simus like in the BFER simus.
c63d1ee05,Adrien Cassagne,Thu Nov 17 10:31:48 2016 +0100,Clean code.
ad31bd234,Adrien Cassagne,Thu Nov 17 10:29:06 2016 +0100,New sub folder creations in EXIT/GEN simus.
a05a9a13f,Adrien Cassagne,Thu Nov 17 10:25:16 2016 +0100,New sub folder creations in BFERI simus.
6ee9bfcd2,Adrien Cassagne,Thu Nov 17 10:05:24 2016 +0100,New sub folder creations in BFER simus.
8158a90ea,Adrien Cassagne,Thu Nov 17 09:43:24 2016 +0100,Clean code and refacto.
a9a686a4b,Adrien Cassagne,Wed Nov 16 17:18:52 2016 +0100,Fix a possible dead lock.
a2d9c03d4,Adrien Cassagne,Wed Nov 16 16:54:31 2016 +0100,Add a new parameter to specify the MPI communications frequency.
2dab0b877,Adrien Cassagne,Wed Nov 16 14:13:44 2016 +0100,Fix GCC 6.2 compilation warnings and errors.
bd51cf49a,Adrien Cassagne,Wed Nov 16 13:59:24 2016 +0100,First working MPI BFER simu: the communications are made in the Monitor_reduction_mpi class.
1790780a3,Adrien Cassagne,Tue Nov 15 16:43:38 2016 +0100,Add the MPI support.
324e679d4,Adrien Cassagne,Tue Nov 15 10:03:40 2016 +0100,Fix a potential bug en the Monitor_reduction implem.
3aefab705,Adrien Cassagne,Tue Nov 15 09:45:05 2016 +0100,Improve the doc a little bit.
342043ba8,Adrien Cassagne,Mon Nov 14 15:01:09 2016 +0100,Improve the Simulation_BFER by factorizing some part of the code + improve the terminal display when there is no duration for the decoder.
87758c185,Adrien Cassagne,Sun Nov 13 12:31:29 2016 +0100,Improve the StarPU integration, again...
2a5224bb6,Adrien Cassagne,Thu Nov 10 14:19:05 2016 +0100,Improve the StarPU integration by using the "data_user" parameter in the "starpu_data_handle" + improve the terminal thread reactivity by adding a condition wait with a timemout (instead of using a sleep).
273030be5,Adrien Cassagne,Wed Nov 9 15:13:24 2016 +0100,Add a new cmd line parameter ("--sim-conc-tasks") to artificially increase the number of concurrent tasks in StarPU simu.
32c7c3896,Adrien Cassagne,Wed Nov 9 11:29:00 2016 +0100,0 copy in the BFER simu with StarPU.
6dbeeb181,Adrien Cassagne,Wed Nov 9 11:26:15 2016 +0100,Fix a bug in the Decoder_NO when using "--sim-inter-lvl > 1"
092bf1a1c,Adrien Cassagne,Tue Nov 8 21:56:00 2016 +0100,Remove redundant StarPU modes.
9cb3b6658,Adrien Cassagne,Tue Nov 8 19:50:33 2016 +0100,Improve the BFER simu with StarPU: it is now possible to take advantage of the multi-core architecture.
1ff9a1ff9,Adrien Cassagne,Tue Nov 8 14:41:02 2016 +0100,Simplify the Monitor_reduction implem (no need for a mutex) + simplify the Monitor_reduction usage (no need to manually increment the frame counter).
825faf86a,Adrien Cassagne,Tue Nov 8 14:08:30 2016 +0100,First working BFER simu using StarPU.
4fd7441e8,Adrien Cassagne,Fri Nov 4 23:57:43 2016 +0100,Simplify the StarPU BFER simu code.
33e996223,Adrien Cassagne,Fri Nov 4 22:55:17 2016 +0100,Add a new BFER sim for StarPU: do nothing more the the std BFER simu for now but there is some calls to the StarPU API.
ebf8f33b1,Adrien Cassagne,Fri Nov 4 22:53:58 2016 +0100,Add a StarPU detection base on pkg-config.
10b9c427e,Adrien Cassagne,Fri Nov 4 22:52:35 2016 +0100,Remove useless call to release_objects in the BFERI sim.
a16965ce1,Adrien Cassagne,Fri Nov 4 17:29:09 2016 +0100,Code factorization in the BFERI simu + cosmetics in SystemC simus (BFER and BFERI).
8fea0402d,Adrien Cassagne,Fri Nov 4 15:41:00 2016 +0100,Create modules for the BFERI and EXIT simu (instead of header only).
10d0421e1,Adrien Cassagne,Fri Nov 4 15:38:09 2016 +0100,Create modules for the BFER simu (instead of header only).
421ccfb97,Adrien Cassagne,Fri Nov 4 15:29:13 2016 +0100,Cosmetics.
3007c780f,Adrien Cassagne,Fri Nov 4 15:23:03 2016 +0100,Code factorization in the BFER simu.
e9743f4fc,Adrien Cassagne,Fri Nov 4 23:33:10 2016 +0100,Fix a bug when using "--sim-inter-lvl > 1" and a CRC.
6975ceb04,Adrien Cassagne,Fri Nov 4 11:16:33 2016 +0100,Fix a potential 0 division.
13df65c64,Adrien Cassagne,Thu Nov 3 16:36:52 2016 +0100,Add the coverity badge.
f91232c29,Adrien Cassagne,Mon Oct 31 11:34:56 2016 +0100,Increment the version number.
f0d821ec1,Adrien Cassagne,Mon Oct 31 11:34:36 2016 +0100,Update doc.
3527cb668,Adrien Cassagne,Mon Oct 31 10:13:12 2016 +0100,Simplify the frozen bits management in the polar simulations + join some polar codes for the AWGN channel to the repo (zipped).
216377ba8,Adrien CASSAGNE,Sat Oct 29 11:25:54 2016 +0200,Fix compilation errors and warnings on the msvc++ compiler.
28680cea8,Adrien Cassagne,Fri Oct 28 17:00:58 2016 +0200,Fix a bug when setting the number of frames to process in the interlevers.
6329d98d2,Adrien Cassagne,Fri Oct 28 16:40:52 2016 +0200,Fix a compilation error.
393a781ea,Adrien Cassagne,Fri Oct 28 15:27:28 2016 +0200,Improve the self-corrected integration.
03a99cad6,Adrien Cassagne,Fri Oct 28 15:17:28 2016 +0200,Enable inter frame simd support in the self-corrected + cosmetics.
ba1280f64,Thibaud Tonnellier,Fri Oct 28 14:55:07 2016 +0200,Self-corrected turbo decoder provides litterature results for CCSDS.
645e6ac9f,Thibaud Tonnellier,Fri Oct 28 12:14:48 2016 +0200,Add new turbo decoder: self_corrected. Untested.
a4ce9590d,Adrien Cassagne,Fri Oct 28 13:40:39 2016 +0200,Add a general seed for initializing the pseudo random number generators in the simulations.
8d88b412f,Adrien Cassagne,Fri Oct 28 11:55:15 2016 +0200,Fix non-deterministic random decoder in the turbo simu.
5b1f6b21e,Adrien Cassagne,Fri Oct 28 11:54:21 2016 +0200,Update main page doc.
28d401fb0,Adrien Cassagne,Fri Oct 28 10:48:47 2016 +0200,Replace non-mandatory *.hxx by *.cpp in the decoders (should speedup the compilation time in some cases).
c7c4c2da6,Adrien CASSAGNE,Thu Oct 27 17:28:46 2016 +0000,Fix a segfault on ARM CPUs.
49c2b4576,Adrien CASSAGNE,Thu Oct 27 17:10:39 2016 +0000,Merge branch 'master' of git+ssh://scm.gforge.inria.fr/gitroot/aff3ct/aff3ct
c36e0a229,Adrien CASSAGNE,Thu Oct 27 17:10:12 2016 +0000,Fix a segfault on ARM CPUs.
e93d8e7b3,Adrien Cassagne,Thu Oct 27 18:21:37 2016 +0200,Fix the method privacy in the decoders.
1c34668ff,Adrien Cassagne,Thu Oct 27 16:27:14 2016 +0200,Add default interleaver for Turbo LTE and CCSDS simulations (when the user do not specify an interleaver).
58210da81,Adrien Cassagne,Thu Oct 27 16:22:42 2016 +0200,Cosmetics.
ef8b0deb0,Thibaud Tonnellier,Thu Oct 27 16:03:33 2016 +0200,Add a new uniform interleaver in the Turbo BFER simulation: the random lookup table is regenerated for each frame.
76e4d52a6,Adrien Cassagne,Thu Oct 27 13:22:07 2016 +0200,Remove dead code.
d6c0c5088,Adrien Cassagne,Thu Oct 27 13:01:02 2016 +0200,Fix a compilation warning.
56a5f1d7a,Adrien Cassagne,Thu Oct 27 11:47:12 2016 +0200,Add two new params to specify the offset and the normalize factor in the LDPC BP ONMS decoders.
b11c4043d,Adrien Cassagne,Thu Oct 27 11:06:52 2016 +0200,Rename MSO (min-sum offset) in ONMS (offset normalize min-sum).
cee3359f7,Adrien Cassagne,Thu Oct 27 10:56:32 2016 +0200,Remove a normalize factor.
a22a12e6d,Adrien Cassagne,Thu Oct 27 10:54:33 2016 +0200,Add the LDPC BP layered MSO decoder.
b525fc849,Adrien Cassagne,Thu Oct 27 10:03:19 2016 +0200,Add a working syndrome dectection in the BP layered decoders + add a new param form cmd line to disable the syndrome stop criterion.
809df48e3,Adrien Cassagne,Wed Oct 26 22:19:22 2016 +0200,Improve the LDPC BP flooding SPA and LSPA implementaions by allocating dynamically a vector of values in the constructor.
2c5eaa59f,Adrien Cassagne,Wed Oct 26 22:03:50 2016 +0200,Add a frame number id in the debug mode.
ffa2bf52f,Adrien Cassagne,Wed Oct 26 21:36:33 2016 +0200,Fix bad run command in the uncoded traces.
f17937fe4,Adrien Cassagne,Wed Oct 26 21:08:22 2016 +0200,Disable sig2 in the GSM demodulation since it is not needed to get the LLRs.
48c84ced0,Adrien Cassagne,Wed Oct 26 17:14:26 2016 +0200,Fix a bug in the Decoder_NO decoder... Y_N was not allocated...
cd8e69307,Adrien Cassagne,Wed Oct 26 13:34:22 2016 +0200,Fix Rayleigh channel for the SystemC BFERI simus.
bcfc28047,Adrien Cassagne,Wed Oct 26 11:45:27 2016 +0200,Fix Rayleigh channel for the SystemC BFER simus.
45a23213a,Adrien Cassagne,Tue Oct 25 17:40:50 2016 +0200,Improve the channel gains vector integration.
fe88e4703,Adrien Cassagne,Tue Oct 25 12:51:11 2016 +0200,Generalize Rayleigh channel.
b25825116,Mathieu Léonardon,Sat Oct 22 12:14:48 2016 -0400,Add demodulation of QAM, PAM and PSK for Rayleigh channel.
e90c1ed1b,Mathieu Léonardon,Fri Oct 21 19:50:49 2016 -0400,Update Rayleigh Channel.
7d4353e9e,Mathieu Léonardon,Fri Oct 21 11:00:41 2016 -0400,Add Rayleigh channel first implem.
9a8c7862a,Adrien Cassagne,Mon Oct 24 17:03:51 2016 +0200,Enable inter frame with RA codes.
ed9be384e,Adrien Cassagne,Mon Oct 24 16:46:21 2016 +0200,Fix Decoder_NO and inter frame.
de3356811,Adrien Cassagne,Mon Oct 24 16:45:38 2016 +0200,Fix Polar codes and inter frame.
f292ede94,Adrien Cassagne,Mon Oct 24 16:42:07 2016 +0200,Fix inter frame with Repetition codes.
caf9216da,Adrien Cassagne,Mon Oct 24 16:17:50 2016 +0200,Fix LDPC decoders with inter frame.
710286e58,Adrien Cassagne,Mon Oct 24 16:09:54 2016 +0200,Fix SPA curves.
51f20b73e,Adrien Cassagne,Mon Oct 24 15:44:39 2016 +0200,Fix compilation errors in the Decoder and SISO SystemC module.
9f7de08a1,Adrien Cassagne,Sun Oct 23 21:26:55 2016 +0200,Automatically adapt the default inter frame level when Polar, Turbo and RSC codes are used.
a7afe1410,Adrien Cassagne,Sun Oct 23 20:57:45 2016 +0200,Fix the turbo decoder when using inter frame.
81622a20a,Adrien Cassagne,Sun Oct 23 10:55:54 2016 +0200,Update the generated decoders to fully support all the inter frame levels.
210845f82,Adrien Cassagne,Sun Oct 23 10:34:24 2016 +0200,Enable inter frame for all the decoders, inter frame level can be specified from the cmd line with --sim-inter-lvl.
c9da242bb,Adrien Cassagne,Mon Oct 24 14:33:43 2016 +0200,Merge branch 'master' of git+ssh://scm.gforge.inria.fr/gitroot/aff3ct/aff3ct
4b268956c,Adrien Cassagne,Mon Oct 24 14:33:30 2016 +0200,Update SPA curves with the working SPA.
6525b5ef4,Mathieu Léonardon,Sun Oct 23 15:08:46 2016 -0400,Fix wrong placement parenthesis when computing LLRs in QAM and PSK demodulation
d202ac317,Adrien Cassagne,Sat Oct 22 09:47:27 2016 +0200,Fix run command in some curves.
5fea3409b,Adrien Cassagne,Fri Oct 21 16:24:44 2016 +0200,Rename the 10GBPS AList file.
c8ba56a3d,Adrien Cassagne,Fri Oct 21 09:52:17 2016 +0200,LDPC BP decoders renaming.
48fbc3ca7,Adrien Cassagne,Thu Oct 20 14:23:03 2016 +0200,Rename LDPC BP sum-product in log-sum-product and add the real LDPC BP sum-product algo.
ca2c4e503,Adrien Cassagne,Thu Oct 20 11:57:11 2016 +0200,Comment bad assertion.
0574d37fb,Adrien Cassagne,Thu Oct 20 11:56:56 2016 +0200,Fix bad AList name.
8c27c0539,Adrien Cassagne,Thu Oct 20 11:37:39 2016 +0200,Remove comments in the AList file.
8a0cc9697,Adrien Cassagne,Thu Oct 20 11:30:28 2016 +0200,Add a new AList file.
86ef1955f,Adrien Cassagne,Thu Oct 20 10:16:13 2016 +0200,Merge branch 'master' of git+ssh://scm.gforge.inria.fr/gitroot/aff3ct/aff3ct
2bd68b0c8,Adrien Cassagne,Thu Oct 20 10:11:34 2016 +0200,Fix the LDPC BP sum-product implementations + enable BP_LAYERED in the BFERI sim.
a2dd47f24,Adrien Cassagne,Wed Oct 19 22:06:19 2016 +0200,Update LDPC traces.
021e93294,Mathieu Léonardon,Wed Oct 19 12:08:34 2016 -0400,Fix demod to dmod in completion script.
92db47615,Adrien Cassagne,Wed Oct 19 16:02:16 2016 +0200,Fix AList file.
a0d7af8f0,Adrien Cassagne,Wed Oct 19 15:45:00 2016 +0200,Add a new AList file.
93684b359,Adrien Cassagne,Wed Oct 19 15:24:35 2016 +0200,Add a new AList file.
69aedaa1f,Adrien Cassagne,Wed Oct 19 14:23:20 2016 +0200,Fix LDPC BP layered decoder.
